22.275163,36.349762
17.677670,42.677670
11.349762,47.275163
3.910862,49.692209
-3.910862,49.692209
-11.349762,47.275163
-17.677670,42.677670
-22.275163,36.349762
-24.692209,28.910862
-24.692209,21.089138
-22.275163,13.650238
-17.677670,7.322330
-11.349762,2.724837
-3.910862,0.307791
3.910862,0.307791
11.349762,2.724837
17.677670,7.322330
22.275163,13.650238
24.692209,21.089138
24.692209,28.910862
44.550326,72.699525
35.355339,85.355339
22.699525,94.550326
7.821723,99.384417
-7.821723,99.384417
-22.699525,94.550326
-35.355339,85.355339
-44.550326,72.699525
-49.384417,57.821723
-49.384417,42.178277
-44.550326,27.300475
-35.355339,14.644661
-22.699525,5.449674
-7.821723,0.615583
7.821723,0.615583
22.699525,5.449674
35.355339,14.644661
44.550326,27.300475
49.384417,42.178277
49.384417,57.821723
66.825489,109.049287
53.033009,128.033009
34.049287,141.825489
11.732585,149.076626
-11.732585,149.076626
-34.049287,141.825489
-53.033009,128.033009
-66.825489,109.049287
-74.076626,86.732585
-74.076626,63.267415
-66.825489,40.950713
-53.033009,21.966991
-34.049287,8.174511
-11.732585,0.923374
11.732585,0.923374
34.049287,8.174511
53.033009,21.966991
66.825489,40.950713
74.076626,63.267415
74.076626,86.732585
89.100652,145.399050
70.710678,170.710678
45.399050,189.100652
15.643447,198.768834
-15.643447,198.768834
-45.399050,189.100652
-70.710678,170.710678
-89.100652,145.399050
-98.768834,115.643447
-98.768834,84.356553
-89.100652,54.600950
-70.710678,29.289322
-45.399050,10.899348
-15.643447,1.231166
15.643447,1.231166
45.399050,10.899348
70.710678,29.289322
89.100652,54.600950
98.768834,84.356553
98.768834,115.643447
111.375816,181.748812
88.388348,213.388348
56.748812,236.375816
19.554308,248.461043
-19.554308,248.461043
-56.748812,236.375816
-88.388348,213.388348
-111.375816,181.748812
-123.461043,144.554308
-123.461043,105.445692
-111.375816,68.251188
-88.388348,36.611652
-56.748812,13.624184
-19.554308,1.538957
19.554308,1.538957
56.748812,13.624184
88.388348,36.611652
111.375816,68.251188
123.461043,105.445692
123.461043,144.554308
133.650979,218.098575
106.066017,256.066017
68.098575,283.650979
23.465170,298.153251
-23.465170,298.153251
-68.098575,283.650979
-106.066017,256.066017
-133.650979,218.098575
-148.153251,173.465170
-148.153251,126.534830
-133.650979,81.901425
-106.066017,43.933983
-68.098575,16.349021
-23.465170,1.846749
23.465170,1.846749
68.098575,16.349021
106.066017,43.933983
133.650979,81.901425
148.153251,126.534830
148.153251,173.465170
155.926142,254.448337
123.743687,298.743687
79.448337,330.926142
27.376031,347.845460
-27.376031,347.845460
-79.448337,330.926142
-123.743687,298.743687
-155.926142,254.448337
-172.845460,202.376031
-172.845460,147.623969
-155.926142,95.551663
-123.743687,51.256313
-79.448337,19.073858
-27.376031,2.154540
27.376031,2.154540
79.448337,19.073858
123.743687,51.256313
155.926142,95.551663
172.845460,147.623969
172.845460,202.376031
178.201305,290.798100
141.421356,341.421356
90.798100,378.201305
31.286893,397.537668
-31.286893,397.537668
-90.798100,378.201305
-141.421356,341.421356
-178.201305,290.798100
-197.537668,231.286893
-197.537668,168.713107
-178.201305,109.201900
-141.421356,58.578644
-90.798100,21.798695
-31.286893,2.462332
31.286893,2.462332
90.798100,21.798695
141.421356,58.578644
178.201305,109.201900
197.537668,168.713107
197.537668,231.286893
200.476468,327.147862
159.099026,384.099026
102.147862,425.476468
35.197755,447.229877
-35.197755,447.229877
-102.147862,425.476468
-159.099026,384.099026
-200.476468,327.147862
-222.229877,260.197755
-222.229877,189.802245
-200.476468,122.852138
-159.099026,65.900974
-102.147862,24.523532
-35.197755,2.770123
35.197755,2.770123
102.147862,24.523532
159.099026,65.900974
200.476468,122.852138
222.229877,189.802245
222.229877,260.197755
222.751631,363.497625
176.776695,426.776695
113.497625,472.751631
39.108616,496.922085
-39.108616,496.922085
-113.497625,472.751631
-176.776695,426.776695
-222.751631,363.497625
-246.922085,289.108616
-246.922085,210.891384
-222.751631,136.502375
-176.776695,73.223305
-113.497625,27.248369
-39.108616,3.077915
39.108616,3.077915
113.497625,27.248369
176.776695,73.223305
222.751631,136.502375
246.922085,210.891384
246.922085,289.108616
245.026794,399.847387
194.454365,469.454365
124.847387,520.026794
43.019478,546.614294
-43.019478,546.614294
-124.847387,520.026794
-194.454365,469.454365
-245.026794,399.847387
-271.614294,318.019478
-271.614294,231.980522
-245.026794,150.152613
-194.454365,80.545635
-124.847387,29.973206
-43.019478,3.385706
43.019478,3.385706
124.847387,29.973206
194.454365,80.545635
245.026794,150.152613
271.614294,231.980522
271.614294,318.019478
267.301957,436.197150
212.132034,512.132034
136.197150,567.301957
46.930340,596.306502
-46.930340,596.306502
-136.197150,567.301957
-212.132034,512.132034
-267.301957,436.197150
-296.306502,346.930340
-296.306502,253.069660
-267.301957,163.802850
-212.132034,87.867966
-136.197150,32.698043
-46.930340,3.693498
46.930340,3.693498
136.197150,32.698043
212.132034,87.867966
267.301957,163.802850
296.306502,253.069660
296.306502,346.930340
289.577120,472.546912
229.809704,554.809704
147.546912,614.577120
50.841201,645.998711
-50.841201,645.998711
-147.546912,614.577120
-229.809704,554.809704
-289.577120,472.546912
-320.998711,375.841201
-320.998711,274.158799
-289.577120,177.453088
-229.809704,95.190296
-147.546912,35.422880
-50.841201,4.001289
50.841201,4.001289
147.546912,35.422880
229.809704,95.190296
289.577120,177.453088
320.998711,274.158799
320.998711,375.841201
311.852283,508.896675
247.487373,597.487373
158.896675,661.852283
54.752063,695.690919
-54.752063,695.690919
-158.896675,661.852283
-247.487373,597.487373
-311.852283,508.896675
-345.690919,404.752063
-345.690919,295.247937
-311.852283,191.103325
-247.487373,102.512627
-158.896675,38.147717
-54.752063,4.309081
54.752063,4.309081
158.896675,38.147717
247.487373,102.512627
311.852283,191.103325
345.690919,295.247937
345.690919,404.752063
334.127447,545.246437
265.165043,640.165043
170.246437,709.127447
58.662924,745.383128
-58.662924,745.383128
-170.246437,709.127447
-265.165043,640.165043
-334.127447,545.246437
-370.383128,433.662924
-370.383128,316.337076
-334.127447,204.753563
-265.165043,109.834957
-170.246437,40.872553
-58.662924,4.616872
58.662924,4.616872
170.246437,40.872553
265.165043,109.834957
334.127447,204.753563
370.383128,316.337076
